,Login_Quantidade,Numero_Dias_Acessados_Modulo_Somado,Turno_TempoUsoTotal_Somado,Evadido,Forum_Quantidade_Post_Somado,Forum_Quantidade_Visualizacoes_Somado,Forum_TempoUso_Somado,Chat_Quantidade_Mensagens_Somado,Chat_TempoUso_Somado,Turno_PercentualUsoMadrugada_Somado,Turno_PercentualUsoManha_Somado,Turno_PercentualUsoTarde_Somado,Turno_PercentualUsoNoite_Somado,Turno_TempoUsoMadrugada_Somado,Turno_TempoUsoManha_Somado,Turno_TempoUsoTarde_Somado,Turno_TempoUsoNoite_Somado,Assignment_View_Quantidade_Somado,Assignment_View_TempoUso_Somado,Resource_View_Quantidade_Somado,Resource_View_Tempo_Somado,Questionario_Quantidade_Somado,Questionario_TempoUso_Somado,Log_Post_Quantidade_Somado,Log_View_Quantidade_Somado
0,3.4749941283206884,2.1788030956819058,3.1363453342061707,0,-0.5593252308172872,1.3056984094092485,0.33153730675946225,-0.23379858774148657,0.5346583421004572,-0.2082869866063535,0.4858606864666248,-0.3744801602139014,0.2118205652892835,0.0051153419324114465,2.6462034523320095,1.0145017277355814,3.140453134124074,4.893370063855021,0.0,2.597155559230375,2.6072694740920372,0.0,0.0,-0.03888273043361301,3.107788396005247
1,-0.0465450769513599,0.9306445383565928,0.4551220815153722,0,-0.01944178609792715,0.8252120426439695,0.7005632170002277,-0.42605665192070447,-0.46627710649480925,-0.3209121162786143,-0.17902835795659194,0.6834077899501847,-0.15635874588869775,-0.27874293141496853,-0.03197035428408047,0.864885983085795,0.2429413057138254,-0.07570614726076684,0.0,0.41076025709823294,0.7280171453827061,0.0,0.0,-0.27679231834097395,0.5182518501984851
2,-0.3483912945461069,0.09853883347305087,-0.6114585798218524,1,-0.5593252308172872,-0.4789652385760736,-0.502424713165832,-0.42605665192070447,-0.44109323482319673,-0.3209121162786143,0.9779506752813876,0.6093922155890116,-0.7552080901385599,-0.27874293141496853,0.008972365885008026,-0.21841349330433832,-0.7744653111829096,-0.6081071698803155,0.0,-0.13583856843480271,-0.333757996747237,0.0,0.0,-0.4552245092714947,-0.22598503107668666
3,-0.9520837297356008,-1.565672576294033,-1.1821228365510048,1,-0.5593252308172872,-0.7535288767276616,-0.5316544882344074,-0.42605665192070447,-0.5931840676635234,-0.3209121162786143,-0.7355181492461942,-1.121816995538965,-1.8870716973372108,-0.27874293141496853,-0.5911959210380591,-0.7623267072127149,-1.0748544065074574,-1.1405081924998641,0.0,-1.0728651264914353,-1.0516256002598805,0.0,0.0,-0.5741793032251752,-1.0925622216025717
4,0.15468573477847142,0.09853883347305087,0.8995158594828425,0,0.520441658621433,0.20744385680289648,-0.28320140015151585,2.7782444177329273,0.8980961764201987,-0.3209121162786143,0.6703761342590525,0.9025766615207556,-0.7946688999380885,-0.27874293141496853,1.2050846908248076,1.5577358989299652,-0.017312584548866562,-0.07570614726076684,0.0,0.7621452163694702,0.8273843693665629,0.0,0.0,2.637600133524198,0.36532646363509363
5,-0.5496221062759382,-0.9415932976313766,-0.6408238074408482,1,-0.5593252308172872,-0.5476061481139706,-0.4942038389277951,-0.42605665192070447,-0.5931840676635234,-0.3209121162786143,-0.7355181492461942,-0.8939609986734084,1.3032479026428987,-0.27874293141496853,-0.5911959210380591,-0.694422435813417,-0.2717336768440916,-0.7855741774201651,0.0,-0.4481807544536802,-0.3131574747018033,0.0,0.0,-0.5741793032251752,-0.5420308299743624
6,-0.14716048281627556,-0.5255404451896056,-0.5251426077296525,1,-0.01944178609792715,-0.4789652385760736,-0.5316544882344074,-0.42605665192070447,-0.5931840676635234,-0.3209121162786143,-0.44381155000154077,1.5972126059643097,-0.6707399088180885,-0.27874293141496853,-0.47356683610782063,0.22115349022045042,-0.7032218502945633,-0.2531731548006164,0.0,-0.1748813416871624,-0.07516085530632184,0.0,0.0,-0.3957471122946545,-0.5930059588288261
7,-0.9520837297356008,-1.7736990025149184,-1.1821228365510048,1,-0.5593252308172872,-0.7535288767276616,-0.5316544882344074,-0.42605665192070447,-0.5931840676635234,-0.3209121162786143,-0.7355181492461942,-1.121816995538965,-1.8870716973372108,-0.27874293141496853,-0.5911959210380591,-0.7623267072127149,-1.0748544065074574,-1.1405081924998641,0.0,-1.0728651264914353,-1.0516256002598805,0.0,0.0,-0.5741793032251752,-1.1027572473734644
8,-0.14716048281627556,0.09853883347305087,-0.2649488939177015,1,-0.5593252308172872,-0.4789652385760736,0.29774037933642183,-0.42605665192070447,-0.3507275776485871,-0.3209121162786143,1.2910868306435581,1.2283818308683494,-1.3814356870600446,-0.27874293141496853,0.5496762258958275,0.4244136092756823,-0.859179757853263,-0.07570614726076684,0.0,-0.09679579518244302,-0.1498074528356582,0.0,0.0,-0.4552245092714947,-0.13422979913865177
9,-0.9520837297356008,-1.7736990025149184,-1.1821228365510048,1,-0.5593252308172872,-0.7535288767276616,-0.5316544882344074,-0.42605665192070447,-0.5931840676635234,-0.3209121162786143,-0.7355181492461942,-1.121816995538965,-1.8870716973372108,-0.27874293141496853,-0.5911959210380591,-0.7623267072127149,-1.0748544065074574,-1.1405081924998641,0.0,-1.0728651264914353,-1.0516256002598805,0.0,0.0,-0.5741793032251752,-1.1027572473734644
